,新聞,類別
28,（中央社記者劉麗榮台北25日電）福衛七號今天下午順利發射升空後由操作團隊接手，福七操作指揮官蕭文宗說，團隊已經模擬多次，但還是會有點緊張。前兩週最為關鍵，必須24小時輪班監控，確保衛星穩定運行。福爾摩沙衛星七號是台美近10年來最大的科技合作案，在台北時間今天下午14時30分發射升空，總統蔡英文也親赴新竹太空中心觀禮。火箭升空後，國研院太空中心與美國甘迺迪太空中心的發射控制中心同時響起一片歡呼聲和掌聲。太空中心預計火箭發射後約91分鐘，衛星將開始與火箭分離，6枚衛星完全分離歷時約16分鐘，分離後的衛星軌道高度約720公里，以傾角24度繞行地球。蕭文宗受訪指出，衛星升空後，就是操作團隊開始忙碌的時候，團隊先前使用衛星模擬器至少完整演練過5次以上，這一兩週也在做操控軟體、排程軟體的最後確認檢查，「整裝待發」。即使已有豐富的衛星操作經驗，蕭文宗說，還是會有點緊張，因為衛星發射後的狀況很難預測，最擔心發射過程的震動與溫度環境使元件受損，這一切都要等衛星與地面接收站第一次通訊，請衛星下傳資料才有辦法一一檢查，以過去經驗，多少都有需要修復的狀況。因此，衛星發射後的兩週到一個月之內，地面操作人員必須24小時、兩班制監控，直到衛星運行狀況穩定後才能恢復正常班。太空中心表示，預計火箭發射後165分鐘，福衛七號將與澳洲達爾文海外站首次通聯；發射後378分鐘，與位在中壢及台南的台灣地面站進行首次通聯。但實際通聯時間需等獵鷹重型火箭傳回衛星與火箭分離時刻的狀態向量（state vector），才能讓地面站據以計算模擬衛星的位置。蕭文宗說，衛星與火箭分離後，會自動運作到某個狀態停下來，這時候要先做「身體檢查」，地面操控系統會對衛星下達指令，要求傳送元件的溫度、電流、電壓等資料。他說，衛星下傳的資訊就像體檢健康表一樣，有著密密麻麻的數據，黃色是警告，紅色代表異常，操作人員會針對紅、黃色項目進行檢查，檢查完後，衛星儀器才會真正「開機」，開始執行任務。有「太空最準確溫度計」之稱的福衛三號自2006年4月15日發射迄今逾13年，接替福三的福七升空後，未來每天會經過台灣6次，每次只有短短6到12分鐘，蕭文宗說，操控人員要事前規劃好要下的指令，抓緊時間跟衛星「溝通」。這次福七使用的衛星操控軟體和排程軟體都是國內自行研發，徹底擺脫長久以來受制於國外操控軟體與技術支援，逐漸走出自己的路。（編輯：林孟汝）1080625,科技
29,（中央社記者劉麗榮台北25日電）福衛七號今天下午順利在美國發射升空，親赴太空中心觀禮的總統蔡英文，也跟著一起倒數計時，拍手歡呼。她表示，台灣未來每年將發射一枚新的衛星，發展太空的決心，將隨著每次發射，一起閃耀。福爾摩沙衛星七號是台美近10年來最大的科技合作計畫，未來將接替福衛三號成為「太空中最精準的溫度計」。蔡總統也親自赴新竹國家太空中心見證。太空中心跟美國現場連線，觀看獵鷹重型火箭在2時30分發射衛星實況，總統跟著一起倒數，目不轉睛盯著螢幕，看著火箭順利升空，當美國現場傳出歡呼聲時，太空中心現場也響起掌聲。總統說，福七發射是台灣太空發展的里程碑，這個重大成就來自於太空中心團隊所有默默付出的人員，「每一位都是太空英雄，都是台灣之光」，兩年前福衛五號升空已經應證台灣太空的自主研發能力，現在更見證台灣太空科技在世界發光發熱。她表示，每年將發射一枚新的衛星，一棒接一棒，台灣發展太空的決心，也將隨著每一次發射，一起閃耀。福七發射升空觀禮活動除了蔡總統外，美國在台協會（AIT）處長酈英傑、科技部次長謝達斌、國研院副院長吳光鐘等人都出席。（編輯：楊凱翔）1080625,科技
30,（中央社記者劉麗榮台北25日電）福爾摩沙衛星七號今天下午2時30分即將在美國發射，總統蔡英文親赴新竹太空中心觀禮，她表示，台灣因為福七的存在，將對國際社會作出最大貢獻。福衛七號是台美近10年來最大的科技合作計畫，將接替福衛三號成為「太空中最精準的溫度計」。福七原本預定台北時間今天上午11時30分在美國佛羅里達州甘迺迪太空中心，搭乘SpaceX獵鷹重型（Falcon Heavy）火箭發射升空，不過由於SpaceX準備程序延遲，發射台有些問題要排除，延至下午2時30分發射。福七發射升空後，預估1.5小時火箭與衛星分離，3小時通過澳洲達爾文接收站，6.5小時首度經過台灣接收站，太空中心預計晚間近9時左右舉行與台灣地面站通聯記者會。總統表示，今天是福七發射升空的日子，也是台灣太空發展的里程碑，這個重要時刻一定要來太空中心親眼見證。總統說，這組厲害的衛星是台灣和美國最大型的合作計畫，將接替福三成為太空中最精準溫度計2.0版，不受陸地、海洋限制，不受天候影響，發揮最強大的監測功能，將觀測到的氣象資料分享全世界，無論是對於防災減災或環境永續發展，台灣都會因為「福七」而對國際社會作出最大貢獻。福七發射觀禮除了蔡總統外，美國在台協會處長酈英傑、科技部次長謝達斌、國研院副院長吳光鐘等人都出席。（編輯：陸倩瑤）1080625,科技
31,（中央社記者吳家豪台北25日電）蘋果公司（Apple）今天開放一般用戶下載iOS 13、iPadOS、macOS Catalina等最新作業系統的公測版，以協助優化軟體，更新前須先到Apple Beta Software Program網站完成註冊。根據中央社記者實測，登入Apple ID後會出現公測版（Public Beta）使用規範，其中蘋果強烈建議在體驗前先備份裝置上所有數據與資料。按下同意鍵後，可選擇要更新macOS、iOS、iPadOS或tvOS，再用相關裝置連到指定網頁並下載更新檔即可。上述公測版都內建Feedback Assistant App，當用戶發現需要協助的問題時，可透過這個App提供意見。此外，公測版也會自動將匿名診斷資料和使用數據回傳給蘋果，包括與當機相關的資料等，藉此優化軟體和服務。用戶如果不想提供這些數據，可以到裝置上的「設定」選單的「隱私權」中關閉自動傳輸。蘋果今年6月初在全球開發者大會（WWDC）預覽多個作業系統，包括內建深色模式的iOS 13，能以全新方式瀏覽和編輯照片、登入App與網站，以及使用全新的地圖服務探索世界各地。iOS 13速度更快、反應更靈敏，同時改善App啟動速度、降低App下載大小，並讓Face ID臉部辨識的速度變得更快。首次亮相的iPadOS基於和iOS相同的基礎，針對iPad的大型顯示器優化多工作業模式，推出在多個視窗使用App的全新方式，同時重新設計主畫面，讓更多資訊能夠一目了然，也讓使用Apple Pencil觸控筆的方式更自然。在macOS Catalina中，蘋果將以Apple Music、Apple Podcast和Apple TV App等App取代問世已18年的iTunes。全新的Sidecar功能可讓使用者把iPad當成第2部顯示器；語音控制功能可讓使用者透過語音對Mac進行全面操控。（編輯：楊凱翔）1080625,科技
32,（中央社記者劉麗榮新竹25日電）科技部長陳良基今天上午約11時23分在臉書表示，福衛七號已經排除問題，目前觀禮台上的倒數鐘繼續計時，從觀禮台看火箭發射台，燈火通明，感受到萬事俱備，只欠點火的氣氛。太空中心表示，福衛七號將延後至下午2時30分發射，總統蔡英文也將到新竹太空中心觀看直播。福爾摩沙衛星七號是台美近10年來最大的科技合作計畫，有2.0版的「太空中最精準的溫度計」之稱，原本預定台北時間今天上午11時30分在美國佛羅里達州甘迺迪太空中心，搭乘SpaceX獵鷹重型（Falcon Heavy）火箭發射升空。不過，人在發射現場的陳良基表示，剛剛很緊張的知道倒數檢驗的過程中，有個項目喊出No Go，經仔細檢查找出原因並且已經排除。他說，目前觀禮台上的倒數鐘繼續邁進，合作夥伴，美國海洋及大氣總署（NOAA）衛星主管特別來致意，他一再推崇台灣團隊的優秀，感謝我們的協助，希望後續台灣太空三期計畫能有機會讓他們參與。福衛七號將接棒在太空服役已逾13年的福衛三號，酬載包括無線電掩星接收儀，及離子速度儀與無線電射頻信標儀，預計將來可蒐集4000點以上資料，並特別加強中低緯度地區的觀測效果，大幅提升颱風、梅雨及劇烈天氣預報的準確度。據太空中心整合測試組組長陳維鈞在泛科學中撰文表示，載運火箭具有高推力，在升空過程中噴射推進燃燒會產生強力振動與巨大噪音。以獵鷹重型火箭為例，升空過程可產生6倍以上重力加速度與振動，還有總音壓強度高達140分貝左右的噪音。他說，將人造衛星放到火箭之前，需經過一系列的測試與驗證，證明衛星本身與火箭相容，而且可以耐受火箭升空的惡劣環境，因此福衛七號的6枚衛星與地面支援設備，要提前兩個月從太空中心送到在地球另一端的美國卡納維爾角空軍基地，進行發射前的準備作業。經過衛星升空前要做的功能、推進系統洩漏測試，衛星飛行軟體設定、填充燃料及衛星與火箭分離系統安裝、更換太陽能板展開與固定纜線後，衛星就要做最後的最後整裝、安裝各項啟用連接器（Enable Plug）以及移除各項地面保護裝置。（編輯：林孟汝）1080625,科技
33,（中央社記者許秩維台北25日電）2019年語音訊號處理研討會今天在台科大舉行，探討人工智慧（AI）在語音訊號處理的應用，希望藉由AI結合語音處理技術，提升語音辨識理解力及準確度。台灣科技大學今天發布新聞稿指出，2019「語音訊號處理研討會」在台科大舉行，探討AI在語音訊號處理的應用，並邀請專家學者針對自然語言處理、AI未來趨勢、AI自然對話體驗、機器聽覺等主題分享，促進產學界交流。台科大校長廖慶榮表示，AI語音處理技術有助於提升語音辨識理解力及準確度，機器透過深度學習變得更加擬人化，能在智慧型手機、智慧家庭、自動駕駛、智慧工廠等領域發展，應用層面廣泛，期待更多師生投入發展人工智慧服務的關鍵技術。為加速開發中文語音對話技術，科技部去年首度舉辦「科技大擂台：與AI對話」競賽，考驗語音AI對華文語意理解的程度，為提高答案正確度，參賽者必須透過AI深度學習，幫助電腦克服語音辨識問題，強化文意理解能力，研討會也邀請競賽獲獎團隊分享參賽經驗與技術。台科大學生羅上堡曾參與首屆「與AI對話」競賽，所屬隊伍更被評為決賽簡答題準確率最高的團隊。羅上堡表示，中文依據斷詞、斷句方式的不同會產生不同意義，判斷文意時也比英文困難一些，團隊因此建立AI模型，讓電腦做深度學習，透過閱讀大量文章資料，訓練電腦理解文章的邏輯與上下文關係，精進文意的推理能力。羅上堡指出，參加比賽讓他在短時間內累積大量實作經驗，加上賽事安排密集、題目也有相當難度，模型與系統都要不斷更新調整，經過比賽磨練後，明顯感受到程式功力和實戰能力大幅提升。（編輯：陳惠珍）1080625,科技
34,（中央社倫敦25日綜合外電報導）英國劍橋大學研究發現，一款讓玩家操縱推特假機器帳號、PS假證據及捏造煽動性陰謀論的線上遊戲，能有效提升民眾對「假新聞」的意識。路透社報導，劍橋大學社會決策實驗室（CDSMLab）去年開發這款Bad News遊戲。根據1.5萬用戶遊玩結果顯示，這能訓練民眾更擅於發現鼓吹性的宣傳訊息。社會決策實驗室主任林登（Sander van der Linden）表示：「研究顯示，假新聞散播得比真相更快更深，所以打擊假訊息追求真相就像一場打不贏的戰鬥。」這項今天發布在「巴葛瑞夫通訊」（Palgrave Communications）期刊上的研究顯示，僅玩15分鐘的Bad News遊戲，就能有效幫助用戶發展對抗假新聞的「精神抗體」。研究結果顯示，與操縱遊戲前相比，玩家相信假新聞的可能性降低21%。社會決策實驗室表示，團隊與英國外交部合作，將這款遊戲翻譯成9種語言，包括德文、塞爾維亞文、波蘭文及希臘文，並委託通訊軟體WhatsApp製作適合通訊平台的遊戲版本。（譯者：侯文婷/核稿：張曉雯）1080625,科技
35,（中央社記者江今葉奧蘭多24日專電）福衛七號即將發射，美國在台協會執行理事羅瑞智表示，這是美台科學家的合作，也是美台全面關係的重要指標，在台灣關係法40年之際，這項合作具有重大意義。福衛七號暫定延後至美東時間25日凌晨2時30分發射升空，羅瑞智（John J. Norris）今天代表美國在台協會（AIT）出席晚間由駐邁阿密台北經濟文化辦事處與科技部舉辦的慶祝活動。他在會後接受訪問時說，美台兩地科學家共同進行的福衛七號計畫展現的不僅是美台科學、科技社群的合作關係，也是台美全面關係的重要指標。今年適逢台灣關係法40周年，展現美台關係長足進步。羅瑞智表示，今晚福衛七號的成功發射對美台關係具有重大意義，是美台科學社群的通力合作，也是美台兩地民眾的共同合作。他期望看到兩地更多科學家在科學、技術上有更多的合作，美國在台協會願盡全力給予協助。美國國家海洋暨大氣總署（NOAA）環境衛星和資訊服務主任塔拉特（Elsayed Talaat）在甘迺迪太空中心接受訪問時則表示，和台灣從福衛三號開始試驗性合作，然後逐步擴大合作項目，為美國預測系統進展帶來貢獻。此次的福衛七號發射，搭載更為敏銳的儀器，希望能更深入探測，未來能提供更準確的預測。至於未來是否會有其他合作項目，他表示，福衛三號是個長達5年的計畫，因系統精良，得以延長使用，接棒的福衛七號當然也能同樣長時間偵測，使用年限能超過預估年限，並讓科學家得以更為精準的掌握區域的動態變化，也期望未來能促進美國與台灣有更多合作。（編輯：高照芬）1080625,科技
36,（中央社華盛頓24日綜合外電報導）美國國家航空暨太空總署（NASA）披露，一名駭客僅用一台小小的樹莓派電腦就成功駭入NASA噴射推進實驗室網絡，竊取敏感數據並短暫造成太空飛行系統斷線。根據18日發布的查核報告，攻擊事件發生在2018年4月，且近一年時間都無人察覺，目前當局仍在進行調查，要揪出幕後主使。如信用卡般大小的樹莓派（Raspberry Pi）電腦售價僅約35美元（新台幣1089元），可插於電視上，主要是用來教導孩童編碼和提升開發中國家運算能力。NASA督察長辦公室報告指出，察覺有駭客入侵之前，有23個檔案已遭滲透，相當於約500MB的數據。上述檔案包括火星科學實驗室（Mars Science Laboratory）任務的2個限制檔案，以及國際武器貿易條例（ITAR）相關資訊。火星科學實驗室任務掌控火星探測車「好奇號」（Curiosity Rover）；國際武器貿易條例則限制美國敏感國防軍事技術或產品出口。18日發布的報告指出：「更重要的是，這名駭客成功滲入噴射推進實驗室（Jet Propulsion Laboratory）3個主要網絡中的2個。」「官員們擔心，網路駭客恐透過入口通道側移至任務系統，有可能取得出入管道並對使用這些系統的載人太空飛行任務發出惡意訊號。」報告指出，針對這次攻擊，噴射推進實驗室「對其防火牆加強監視機制」，並檢討實驗室與外部夥伴間的網絡存取協議。（譯者：徐睿承/核稿：蔡佳敏）1080625,科技
37,（中央社記者吳家豪台北24日電）通訊軟體LINE慶祝8週年，免費贈送由台灣35位畫家共同創作的紀念表情貼，一組共40張，開放下載期限自6月24日上午10時至6月25日上午9時59分。LINE於2019年6月23日滿8歲，今天推出8週年紀念表情貼感恩回饋慶祝活動，首度邀請35位畫家共同創作，免費放送40張的8週年紀念表情貼。LINE多位明星畫家都在8週年紀念表情貼中現身，包含白爛貓、好想兔、貓貓蟲、寶寶不說、貓爪抓、廢物女友、當肯、豆卡、彎彎、小學課本等台灣原創貼圖巨星，台灣用戶可把握黃金24小時下載。（編輯：林孟汝）1080624,科技
38,（中央社記者江今葉奧蘭多23日專電）福衛七號預計明天發射，特別到美國佛州太空中心見證的科技部長陳良基表示，福衛七號是台美10年來最大的科技合作計畫，代表美方對台灣的肯定及台美尖端技術互信合作。福衛七號預計在美東時間24日晚間11時30分發射升空。陳良基表示，福衛七號太空團隊已經準備好，所有整備測量、發射震動係數都經過多次檢驗，整備完善。對於明天順利發射，他的信心指數100分。由於奧蘭多今天下午下起大暴雨，打雷閃電相當駭人，是否會影響明晚的發射，陳良基表示，氣候當然是發射的因素之一，但和美方討論時，美方表示發射設有緩衝時間， 若暴雨不是發生在發射時間，影響應該不大。談及福衛七號發射的重要意涵，陳良基表示，福衛七號屬於高複雜度衛星，台灣主要負責整備與信號融合，福衛七號的發射代表台灣在太空衛星的整備技術已屬一流。他指出，福衛七號將穿越太空電離層，透過三種不同檢測信號作融合，顯示台灣擁有掌控全世界最精準太空溫度計的能耐，台灣太空產業與太空氣象信號領域的成就可以提供經驗，未來全球相關產業發展，台灣取得領先地位。陳良基也表示，福衛七號是跨國合作計畫，本體由台灣設計，6顆衛星是與英國合作，後段工程由美方負責。福衛七號作為台美10年來最大科技合作計畫，後段是美方負責多，他到佛羅里達州甘迺迪太空中心（Kennedy Space Center）親眼見證發射升空，也代表對合作計畫的重視。陳良基指出，台美在福衛七號合作分工明確，代表美方對台灣在太空衛星的整備、硬體設施的掌握程度，以及訊號取得後的計算能力相當肯定，也代表台美幾十年來緊密結合，在尖端合作相互信任，期待未來能找到適合雙方共同投入的新台美合作計畫。（編輯：周永捷）1080624,科技
39,福七升空專題（中央社記者劉麗榮台北23日電）福衛七號預定25日升空，氣象預測增添生力軍。徵圖首獎畫作作者林可惟全家受邀一同赴美見證，得以一窺太空總署的真面目，堪稱是畢生最棒的「畢業禮物」。國家太空中心2015年舉辦全國兒童徵圖比賽，福爾摩沙衛五號和七號各選出一名首獎。當年就讀台南市崇明國小3年級的林可惟，以遊樂園為意象，細膩描繪福七蒐集大氣資料為人類帶來美好的願景，榮獲首獎肯定，「獎品」是得獎人與家長能親赴美國參觀衛星發射。不過，這獎品一等4年才兌現，如今林可惟國小都要畢業了。林可惟接受中央社記者訪問時表示，一開始抱持半信半疑的態度，「因為獎品太大了有點難相信」，直到接到電話通知才確認此事。林可惟的媽媽說，4年來不斷有同學問衛星何時發射，「懷疑是不是騙人的？」林可惟也不時問何時可以去美國，國家太空中心在今年4月確認行程，證明這不是「狼來了」的故事。福衛七號預定台北時間6月25日上午在美國佛羅里達州甘迺迪太空中心，搭乘SpaceX 獵鷹重型（Falcon Heavy）火箭發射升空。不過，從福衛三號開始，除了美國之外，都禁止在火箭外殼放置國旗圖樣，改以其他富有台灣意象的文字或圖樣取代，但因Falcon Heavy這次發射並非福七專屬載具，而是屬於美國Space Test Program-2 （STP-2）任務，因此整流罩外不會放上林可惟的作品，而是STP-2的logo。曾在書上閱讀到關於太空電梯與太空飛行器的知識，對太空非常有興趣，林可惟相當興奮，已經排定計畫，要在現場用Instagram（社群軟體）直播倒數10秒的發射畫面，還準備好問題向美國太空總署人員發問，想了解他們每天的工作內容與作息，除了規劃發射、負責發射的人，其他人要做些甚麼，為什麼衛星發射需要這麼多人來執行等。這份另類的「畢業禮物」，讓林可惟的同學紛紛投以羨慕眼光，還央求「可不可以躲在你的行李箱裡一起過去？」經常到各地旅遊的林可惟，將到過的迪士尼樂園、清境牧場、墾丁海灘的場景描繪在畫作上，太空對他而言像是大型遊樂園，「我想到太空樂園參觀，但不想住太久，因為還是會有點擔心」。太空旅行不是夢，美國太空總署（NASA）日前宣布推出私人上國際太空站（ISS）計畫，旅程最長達30天，一張來回「太空船票」要價新台幣18.2億元。對此，林可惟的反應很實際，等未來太空旅行更普及、便宜一點的時候再去。不過，談到未來志向，林可惟的答案並非成為太空人，而是想當喜劇演員。他的母親說，找到自己的興趣與熱忱最重要，比起在體制內受教育，更鼓勵他參加課外活動，學習可以帶得走的東西，因此升上國中，林可惟打算申請自學，自行安排課程學習。另外，太空中心從福衛五號開始就有舉辦高中生太空營，傳授衛星設計概念、科學儀器等相關知識，每年有70到80名報名，錄取率50%，並從中篩選優秀高中生，邀請赴美參觀福七發射，希望培養真正對太空有興趣的學生，未來也能投入太空領域。（編輯：林孟汝/林淑媛）1080623,科技
